catalog_id,source_file,web_file,media_type,subject,service_context,room_or_area,city,state,country,creator,credit_line,copyright_notice,rights_usage_terms,permission_status,client_or_people_approval,usage_scope,page_assignment,alt_text,caption,keywords,status,notes
IMG-0334,MEDIA/IMAGES/marz-cubist-illustrated-artist-portrait.jpg,MEDIA/IMAGES/marz-cubist-illustrated-artist-portrait.webp,image,marz cubist illustrated artist portrait,,,,,,Marz,Courtesy of Marz,© Marz. Used with permission.,Property of Marz; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Cubist-style illustrated portrait of Marz.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0336,MEDIA/IMAGES/marz-studio-side-profile.jpg,MEDIA/IMAGES/marz-studio-side-profile.webp,image,marz studio side profile,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Side-profile portrait of Marz in the studio at Checkmark Audio.,,recording studio,duplicate-preferred-candidate,Page assignment is proposed from visible subject/filename and is not publication approval. Exact duplicate group DUP-066; proposed keeper based on active reference/name clarity. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0337,MEDIA/IMAGES/marz-sunglasses-basketball-jersey-portrait.png,MEDIA/IMAGES/marz-sunglasses-basketball-jersey-portrait.webp,image,marz sunglasses basketball jersey portrait,,,,,,Marz,Courtesy of Marz,© Marz. Used with permission.,Property of Marz; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Portrait of Marz wearing sunglasses and a basketball jersey.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0338,MEDIA/IMAGES/microphone-keyboard-overlay.jpg,MEDIA/IMAGES/microphone-keyboard-overlay.webp,image,microphone keyboard overlay,music production,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,verified,not-applicable,public-website,studio-a,Studio microphone and keyboard graphic overlay.,,music production,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0340,MEDIA/IMAGES/millie-album-cover-2.jpg,MEDIA/IMAGES/millie-album-cover-2.webp,image,millie album cover 2,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Millie's album cover artwork.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0341,MEDIA/IMAGES/millie-artist-career-promotion-graphic.png,MEDIA/IMAGES/millie-artist-career-promotion-graphic.webp,image,millie artist career promotion graphic,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Millie promotional artist photography.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0344,MEDIA/IMAGES/millie-artist-photography-promo.png,MEDIA/IMAGES/millie-artist-photography-promo.webp,image,millie artist photography promo,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Millie promotional artist photography.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0345,MEDIA/IMAGES/millie-artist-photography-promotion-graphic.png,MEDIA/IMAGES/millie-artist-photography-promotion-graphic.webp,image,millie artist photography promotion graphic,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Millie promotional artist photography.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0347,MEDIA/IMAGES/millie-black-and-white-album-cover.jpg,MEDIA/IMAGES/millie-black-and-white-album-cover.webp,image,millie black and white album cover,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Millie's black-and-white album cover artwork.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0348,MEDIA/IMAGES/millie-relaxing-studio-lounge-session.jpg,MEDIA/IMAGES/GALLERY/millie-relaxing-studio-lounge-session.webp,image,millie relaxing studio lounge session,recording studio,Waiting area / lounge,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,gallery,Millie relaxing in the studio lounge during a session at Checkmark Audio.,,recording studio; Waiting area / lounge,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0349,MEDIA/IMAGES/studio-control-room-workstation-view-01.jpg,MEDIA/IMAGES/studio-control-room-workstation-view-01.webp,image,mixing albuquerque dimly lit studio workstation checkmark audio,mixing and mastering,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,"Control room workstation, dimly lit, at Checkmark Audio.",,mixing and mastering,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
